last,best,record
"{'rating': 1459, 'date': 1678564227, 'rd': 27}","{'rating': 1481, 'date': 1678373460, 'game': 'https://www.chess.com/game/live/53021978819'}","{'win': 1202, 'loss': 1109, 'draw': 84}"
